element,sp_num,obs_wl_air(nm),unc_obs_wl,intens,gA(s^-1),Acc,Ei(eV),Ek(eV),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
C,2,"=""254.345""","=""0.006""","=""53*""","=""4.78e+07""",B,"=""23.116074""","=""27.98922""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).5s""","=""4P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""254.681""","=""0.004""","=""37h""","=""3.94e+07""",B,"=""24.277795""","=""29.14454""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).6p""","=""4D""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""254.735""","=""0.006""","=""29h*""","=""1.10e+07""",B,"=""24.270232""","=""29.1360""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).6p""","=""4D""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""254.735""","=""0.006""","=""29h*""","=""2.69e+07""",B,"=""24.274339""","=""29.14006""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).6p""","=""4D""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""254.735""","=""0.006""","=""29h*""","=""1.76e+07""",B,"=""24.271876""","=""29.13760""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).6p""","=""4D""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""257.483""","=""0.003""","=""160hql*""","=""2.0e+08""",C,"=""18.045807""","=""22.859729""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.6f""","=""2F*""","=""5/2""",,"=""T10276""","=""L1176""",
C,2,"=""257.483""","=""0.003""","=""160hql*""","=""3.0e+08""",C,"=""18.045987""","=""22.859734""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.6f""","=""2F*""","=""7/2""",,"=""T10276""","=""L1176""",
C,2,"=""257.483""","=""0.003""","=""160hql*""","=""1.5e+07""",C,"=""18.045987""","=""22.859729""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.6f""","=""2F*""","=""5/2""",,"=""T10276""","=""L1176""",
C,1,"=""258.29010""","=""0.00020""","=""530000""","=""1.7e+04""",C+,"=""2.6840136""","=""7.48277598""","=""2s2.2p2""","=""1S""","=""0""","=""2s2.2p.3s""","=""3P*""","=""1""",,"=""T7851""","=""L3529""",
C,2,"=""259.1410""","=""0.0007""","=""49""","=""8.16e+07""",B,"=""22.568086""","=""27.351096""","=""2s.2p.(3P*).3p""","=""2P""","=""1/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""259.1845""","=""0.0007""","=""81""","=""1.46e+08""",B,"=""22.570504""","=""27.352706""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""259.2710""","=""0.0020""","=""28""","=""1.64e+07""",B,"=""22.570504""","=""27.351096""","=""2s.2p.(3P*).3p""","=""2P""","=""3/2""","=""2s.2p.(3P*).4d""","=""2D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""260.1050""","=""0.0020""","=""28""","=""1.34e+07""",B,"=""22.527518""","=""27.292748""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""260.142""","=""0.006""","=""49*""","=""1.33e+07""",B,"=""22.527518""","=""27.292087""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""260.142""","=""0.006""","=""49*""","=""1.86e+07""",B,"=""22.529299""","=""27.293810""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""260.2020""","=""0.0020""","=""37""","=""2.12e+07""",B,"=""22.529299""","=""27.292748""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""260.239""","=""0.006""","=""49*""","=""1.33e+07""",B,"=""22.529299""","=""27.292087""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""260.239""","=""0.006""","=""49*""","=""1.52e+07""",B,"=""22.532400""","=""27.295185""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""260.3161""","=""0.0007""","=""60""","=""4.57e+07""",B,"=""22.532400""","=""27.293810""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""260.3720""","=""0.0020""","=""28""","=""1.86e+07""",B,"=""22.532400""","=""27.292748""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""260.4863""","=""0.0007""","=""80""","=""9.12e+07""",B,"=""22.536905""","=""27.295185""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""260.5620""","=""0.0020""","=""28""","=""1.51e+07""",B,"=""22.536905""","=""27.293810""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""261.245""","=""0.024""","=""36wH*""","=""5.4e+07""",C,"=""24.602961""","=""29.3474""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2s.2p.(3P*).6f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""262.020""","=""0.003""","=""47hql""","=""3.03e+07""",B,"=""18.654858""","=""23.385281""","=""2p3""","=""2D*""","=""5/2""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""262.290""","=""0.004""","=""36hql""","=""1.94e+07""",B,"=""18.655493""","=""23.381096""","=""2p3""","=""2D*""","=""3/2""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""262.846""","=""0.009""","=""28wH""","=""2.1e+08""",C,"=""24.653514""","=""29.36910""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""","=""2s.2p.(3P*).6f""","=""4D""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""264.056""","=""0.005""","=""150*""","=""1.96e+08""",B,"=""22.527518""","=""27.22166""","=""2s.2p.(3P*).3p""","=""4D""","=""1/2""","=""2s.2p.(3P*).4d""","=""4F*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""264.056""","=""0.005""","=""150*""","=""3.16e+08""",B,"=""22.529299""","=""27.223235""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).4d""","=""4F*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""264.0894""","=""0.0007""","=""140""","=""4.80e+08""",B,"=""22.532400""","=""27.225788""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).4d""","=""4F*""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""264.143""","=""0.005""","=""250w*""","=""6.99e+08""",B,"=""22.536905""","=""27.22939""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).4d""","=""4F*""","=""9/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""264.143""","=""0.005""","=""250w*""","=""7.84e+07""",B,"=""22.529299""","=""27.22166""","=""2s.2p.(3P*).3p""","=""4D""","=""3/2""","=""2s.2p.(3P*).4d""","=""4F*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""264.2331""","=""0.0007""","=""53""","=""1.02e+08""",B,"=""22.532400""","=""27.223235""","=""2s.2p.(3P*).3p""","=""4D""","=""5/2""","=""2s.2p.(3P*).4d""","=""4F*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""264.3427""","=""0.0007""","=""53""","=""7.96e+07""",B,"=""22.536905""","=""27.225788""","=""2s.2p.(3P*).3p""","=""4D""","=""7/2""","=""2s.2p.(3P*).4d""","=""4F*""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""266.996""","=""0.004""","=""46ql*""","=""1.02e+07""",B,"=""18.045807""","=""22.688229""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.6p""","=""2P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""270.84""","=""0.03""","=""27wH*""","=""3.4e+08""",C,"=""24.794748""","=""29.37058""","=""2s.2p.(3P*).3d""","=""2F*""","=""7/2""","=""2s.2p.(3P*).6f""","=""2G""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""271.059""","=""0.009""","=""27wH""","=""6.6e+07""",C,"=""24.789558""","=""29.36233""","=""2s.2p.(3P*).3d""","=""2F*""","=""5/2""","=""2s.2p.(3P*).6f""","=""4G""","=""7/2""",,"=""T10528""","=""L1176""",
O,2,"=""271.5365""","=""0.0010""","=""8""","=""4.96e+06""",C,"=""24.265006""","=""28.829685""","=""2s.2p4""","=""2S""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""3/2""",,"=""T6172n""","=""L10621""",
O,2,"=""271.8828""","=""0.0010""","=""6""","=""2.20e+06""",C+,"=""24.265006""","=""28.823901""","=""2s.2p4""","=""2S""","=""1/2""","=""2s2.2p2.(1D).3p""","=""2P*""","=""1/2""",,"=""T6172n""","=""L10621""",
C,2,"=""272.736""","=""0.004""","=""35w""","=""2.66e+07""",B,"=""22.041235""","=""26.585924""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""272.8707""","=""0.0007""","=""54""","=""1.31e+08""",B+,"=""22.043587""","=""26.585924""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""3/2""",,"=""T9221""","=""L1176""",
C,2,"=""272.9213""","=""0.0007""","=""35""","=""5.26e+07""",B+,"=""22.041235""","=""26.582750""","=""2s.2p.(3P*).3s""","=""2P*""","=""1/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",,"=""T9221""","=""L1176""",
C,2,"=""273.0610""","=""0.0020""","=""27""","=""2.64e+07""",B,"=""22.043587""","=""26.582750""","=""2s.2p.(3P*).3s""","=""2P*""","=""3/2""","=""2s.2p.(3P*).4p""","=""2P""","=""1/2""",,"=""T5109LS""","=""L1176""",
O,2,"=""273.3289""","=""0.0010""","=""17""","=""2.37e+08""",C,"=""25.2856211""","=""29.820351""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).4s""","=""2P""","=""3/2""",,"=""T5723LS""","=""L10621""",
C,2,"=""274.6488""","=""0.0014""","=""290""","=""1.74e+08""",B,"=""16.3317419""","=""20.844740""","=""2s2.3p""","=""2P*""","=""1/2""","=""2s2.4d""","=""2D""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""274.7282""","=""0.0018""","=""450ql""","=""3.13e+08""",B,"=""16.3331238""","=""20.844765""","=""2s2.3p""","=""2P*""","=""3/2""","=""2s2.4d""","=""2D""","=""5/2""",,"=""T5109LS""","=""L1176""",
O,2,"=""274.7367""","=""0.0010""","=""15""","=""1.17e+08""",C,"=""25.2856211""","=""29.797124""","=""2s2.2p2.(3P).3p""","=""2S*""","=""1/2""","=""2s2.2p2.(3P).4s""","=""2P""","=""1/2""",,"=""T5723LS""","=""L10621""",
C,2,"=""276.5120""","=""0.0007""","=""27""","=""4.28e+07""",B,"=""22.898766""","=""27.381301""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""276.6118""","=""0.0007""","=""35""","=""8.56e+07""",B,"=""22.898766""","=""27.379700""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""276.7673""","=""0.0007""","=""45""","=""1.28e+08""",B,"=""22.898766""","=""27.377159""","=""2s.2p.(3P*).3p""","=""4S""","=""3/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""279.770""","=""0.004""","=""26h""","=""6.3e+07""",C,"=""24.274339""","=""28.70472""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).5f""","=""2G""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""279.915""","=""0.004""","=""26h""","=""9.6e+07""",C,"=""24.271876""","=""28.69999""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).5f""","=""2G""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""280.121""","=""0.004""","=""79w,u*""","=""1.25e+09""",C+,"=""24.277795""","=""28.70263""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).5f""","=""4G""","=""11/2""",,"=""T10528""","=""L1176""",
C,2,"=""280.121""","=""0.004""","=""79w,u*""","=""8.56e+08""",C+,"=""24.274339""","=""28.69905""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).5f""","=""4G""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""280.143""","=""0.004""","=""47w,u*""","=""5.15e+08""",C+,"=""24.270232""","=""28.69473""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).5f""","=""4G""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""280.143""","=""0.004""","=""47w,u*""","=""5.88e+08""",C+,"=""24.271876""","=""28.696305""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).5f""","=""4G""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""280.239""","=""0.004""","=""20h""","=""9.6e+07""",C,"=""24.271876""","=""28.69473""","=""2s.2p.(3P*).3d""","=""4F*""","=""5/2""","=""2s.2p.(3P*).5f""","=""4G""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""280.295""","=""0.004""","=""20h""","=""1.1e+08""",C,"=""24.274339""","=""28.696305""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).5f""","=""4G""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""280.345""","=""0.004""","=""20h""","=""9.9e+07""",C,"=""24.277795""","=""28.69905""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).5f""","=""4G""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""282.070""","=""0.015""","=""26w*""","=""4.4e+07""",C,"=""24.274339""","=""28.668725""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).5f""","=""4F""","=""9/2""",,"=""T10528""","=""L1176,L22145""",
C,2,"=""282.154""","=""0.015""","=""26w*""","=""3.0e+07""",C,"=""24.274339""","=""28.667271""","=""2s.2p.(3P*).3d""","=""4F*""","=""7/2""","=""2s.2p.(3P*).5f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""282.2812""","=""0.0007""","=""34""","=""6.7e+07""",C,"=""24.277795""","=""28.668725""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).5f""","=""4F""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""283.66988""","=""0.00013""","=""1400""","=""1.32e+08""",B+,"=""11.963687""","=""16.3331238""","=""2s.2p2""","=""2S""","=""1/2""","=""2s2.3p""","=""2P*""","=""3/2""",,"=""T7194""","=""L22145,L21572""",
C,2,"=""283.7596""","=""0.0003""","=""930""","=""6.60e+07""",B+,"=""11.963687""","=""16.3317419""","=""2s.2p2""","=""2S""","=""1/2""","=""2s2.3p""","=""2P*""","=""1/2""",,"=""T7194""","=""L22145,L21572""",
C,2,"=""286.1060""","=""0.0009""","=""33h""","=""1.3e+08""",C,"=""24.373054""","=""28.705301""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).5f""","=""4D""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""288.481""","=""0.005""","=""64w*""","=""2.3e+08""",C,"=""24.370080""","=""28.66667""","=""2s.2p.(3P*).3d""","=""4D*""","=""1/2""","=""2s.2p.(3P*).5f""","=""4F""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""288.481""","=""0.005""","=""64w*""","=""2.5e+08""",C,"=""24.370757""","=""28.66723""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).5f""","=""4F""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""288.481""","=""0.005""","=""64w*""","=""1.4e+08""",C,"=""24.371800""","=""28.668257""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).5f""","=""2F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""288.547""","=""0.005""","=""110w*""","=""7.82e+08""",C+,"=""24.373054""","=""28.668725""","=""2s.2p.(3P*).3d""","=""4D*""","=""7/2""","=""2s.2p.(3P*).5f""","=""4F""","=""9/2""",,"=""T10528""","=""L1176""",
C,2,"=""288.547""","=""0.005""","=""110w*""","=""1.1e+08""",C,"=""24.370757""","=""28.666300""","=""2s.2p.(3P*).3d""","=""4D*""","=""3/2""","=""2s.2p.(3P*).5f""","=""2F""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""288.547""","=""0.005""","=""110w*""","=""4.05e+08""",C+,"=""24.371800""","=""28.667271""","=""2s.2p.(3P*).3d""","=""4D*""","=""5/2""","=""2s.2p.(3P*).5f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""290.5715""","=""0.0007""","=""26""","=""4.28e+07""",B,"=""23.114048""","=""27.379700""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""290.6011""","=""0.0007""","=""26""","=""4.26e+07""",B,"=""23.116074""","=""27.381301""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""290.7090""","=""0.0020""","=""25""","=""1.37e+07""",B,"=""23.116074""","=""27.379700""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""290.896""","=""0.005""","=""37w*""","=""4.60e+07""",B,"=""23.116074""","=""27.377159""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""290.896""","=""0.005""","=""37w*""","=""4.60e+07""",B,"=""23.118841""","=""27.379700""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""291.0729""","=""0.0007""","=""53""","=""1.07e+08""",B,"=""23.118841""","=""27.377159""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).4d""","=""4P*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""296.6187""","=""0.0007""","=""40""","=""1.06e+08""",B,"=""23.114048""","=""27.292748""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""296.6655""","=""0.0007""","=""41""","=""1.05e+08""",B,"=""23.114048""","=""27.292087""","=""2s.2p.(3P*).3p""","=""4P""","=""1/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""1/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""296.6871""","=""0.0007""","=""65""","=""2.66e+08""",B,"=""23.116074""","=""27.293810""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""296.7629""","=""0.0007""","=""41""","=""1.36e+08""",B,"=""23.116074""","=""27.292748""","=""2s.2p.(3P*).3p""","=""4P""","=""3/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""296.7868""","=""0.0007""","=""110""","=""5.07e+08""",B,"=""23.118841""","=""27.295185""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""296.8836""","=""0.0007""","=""35""","=""1.14e+08""",B,"=""23.118841""","=""27.293810""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""5/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""296.9590""","=""0.0020""","=""19""","=""1.27e+07""",B,"=""23.118841""","=""27.292748""","=""2s.2p.(3P*).3p""","=""4P""","=""5/2""","=""2s.2p.(3P*).4d""","=""4D*""","=""3/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""299.262""","=""0.003""","=""690h*""","=""4.64e+08""",B,"=""18.045807""","=""22.187763""","=""2s2.3d""","=""2D""","=""3/2""","=""2s2.5f""","=""2F*""","=""5/2""",,"=""T7476""","=""L1176""",
C,2,"=""299.262""","=""0.003""","=""690h*""","=""6.62e+08""",B,"=""18.045987""","=""22.187773""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""7/2""",,"=""T7476""","=""L1176""",
C,2,"=""299.262""","=""0.003""","=""690h*""","=""3.2e+07""",C,"=""18.045987""","=""22.187763""","=""2s2.3d""","=""2D""","=""5/2""","=""2s2.5f""","=""2F*""","=""5/2""",,"=""T10276""","=""L1176""",
Ca,1,"=""299.496""","=""0.010""","=""9""","=""1.10e+08""",C,"=""1.8793402""","=""6.0178983""","=""3p6.4s.4p""","=""3P*""","=""0""","=""3p6.3d2""","=""3P""","=""1""",,"=""T539n,LS""","=""L6097""",
Ca,1,"=""299.731""","=""0.010""","=""8""","=""1.20e+08""",C,"=""1.8858075""","=""6.0211093""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.3d2""","=""3P""","=""2""",,"=""T539n,LS""","=""L6097""",
Ca,1,"=""299.964""","=""0.010""","=""8""","=""8.37e+07""",C,"=""1.8858075""","=""6.0178983""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.3d2""","=""3P""","=""1""",,"=""T539n,LS""","=""L6097""",
Ca,1,"=""300.086""","=""0.010""","=""9""","=""1.58e+08""",C,"=""1.8858075""","=""6.0162208""","=""3p6.4s.4p""","=""3P*""","=""1""","=""3p6.3d2""","=""3P""","=""0""",,"=""T539n,LS""","=""L6097""",
Ca,1,"=""300.686""","=""0.010""","=""10""","=""3.8e+08""",C,"=""1.8989349""","=""6.0211093""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.3d2""","=""3P""","=""2""",,"=""T539n,LS""","=""L6097""",
Ca,1,"=""300.921""","=""0.010""","=""9""","=""1.29e+08""",C,"=""1.8989349""","=""6.0178983""","=""3p6.4s.4p""","=""3P*""","=""2""","=""3p6.3d2""","=""3P""","=""1""",,"=""T539n,LS""","=""L6097""",
C,2,"=""303.9714""","=""0.0009""","=""37h""","=""2.0e+08""",C,"=""23.385281""","=""27.462905""","=""2s.2p.(3P*).3p""","=""2D""","=""5/2""","=""2s.2p.(3P*).4d""","=""2F*""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""304.0512""","=""0.0009""","=""30h""","=""1.4e+08""",C,"=""23.381096""","=""27.457651""","=""2s.2p.(3P*).3p""","=""2D""","=""3/2""","=""2s.2p.(3P*).4d""","=""2F*""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""304.8690""","=""0.0020""","=""18""","=""1.1e+08""",C,"=""24.601624""","=""28.66723""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2s.2p.(3P*).5f""","=""4F""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""304.8933""","=""0.0007""","=""30""","=""3.64e+08""",C+,"=""24.602961""","=""28.668257""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2s.2p.(3P*).5f""","=""2F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""304.9398""","=""0.0007""","=""49""","=""2.5e+08""",C,"=""24.601624""","=""28.666300""","=""2s.2p.(3P*).3d""","=""2D*""","=""3/2""","=""2s.2p.(3P*).5f""","=""2F""","=""5/2""",,"=""T10528""","=""L1176""",
C,2,"=""304.9671""","=""0.0007""","=""39""","=""1.4e+08""",C,"=""24.602961""","=""28.667271""","=""2s.2p.(3P*).3d""","=""2D*""","=""5/2""","=""2s.2p.(3P*).5f""","=""4F""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""305.685""","=""0.024""","=""23wH*""","=""2.4e+07""",C,"=""24.656151""","=""28.71051""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""","=""2s.2p.(3P*).5f""","=""4D""","=""1/2""",,"=""T10528""","=""L1176,L22145""",
C,2,"=""305.845""","=""0.006""","=""30wh*""","=""1.1e+08""",C,"=""24.657857""","=""28.71051""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""","=""2s.2p.(3P*).5f""","=""4D""","=""1/2""",,"=""T10528""","=""L1176""",
C,2,"=""305.845""","=""0.006""","=""30wh*""","=""1.3e+08""",C,"=""24.656151""","=""28.70869""","=""2s.2p.(3P*).3d""","=""4P*""","=""3/2""","=""2s.2p.(3P*).5f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""305.9091""","=""0.0009""","=""38h""","=""5.39e+08""",C+,"=""24.653514""","=""28.705301""","=""2s.2p.(3P*).3d""","=""4P*""","=""5/2""","=""2s.2p.(3P*).5f""","=""4D""","=""7/2""",,"=""T10528""","=""L1176""",
C,2,"=""305.983""","=""0.004""","=""17h""","=""1.0e+08""",C,"=""24.657857""","=""28.70869""","=""2s.2p.(3P*).3d""","=""4P*""","=""1/2""","=""2s.2p.(3P*).5f""","=""4D""","=""3/2""",,"=""T10528""","=""L1176""",
C,2,"=""308.2381""","=""0.0009""","=""29h""","=""7.54e+07""",B,"=""24.277795""","=""28.299002""","=""2s.2p.(3P*).3d""","=""4F*""","=""9/2""","=""2s.2p.(3P*).5p""","=""4D""","=""7/2""",,"=""T5109LS""","=""L1176""",
C,2,"=""308.305""","=""0.005""","=""29wh*""","=""2.12e+07""",B,"=""24.270232""","=""28.29054""","=""2s.2p.(3P*).3d""","=""4F*""","=""3/2""","=""2s.2p.(3P*).5p""","=""4D""","=""1/2""",,"=""T5109LS""","=""L1176""",
